,Entry,PLOT,Check,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,Year,Location,Timepoint,PM_at_plating,Experiment
728,BS911-89,11488,B,Half,364,2,3,24,1,1,0,1,,,,2020,Snyder,2,19,Winter DH Germination
729,BS911-90,11489,B,Full,365,1,0,2,11,10,3,4,,,,2020,Snyder,2,19,Winter DH Germination
730,BS911-90,11489,B,Full,365,2,0,0,6,16,5,3,,,,2020,Snyder,2,19,Winter DH Germination
731,BS911-91,11490,B,Full,366,1,2,25,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
732,BS911-91,11490,B,Full,366,2,1,25,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
733,BS911-92,11491,B,Half,367,1,4,25,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
734,BS911-92,11491,B,Half,367,2,5,23,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
735,BS911-94,11493,B,Full,368,1,0,15,12,2,0,1,,,,2020,Snyder,2,19,Winter DH Germination
736,BS911-94,11493,B,Full,368,2,0,12,15,2,0,1,,,,2020,Snyder,2,19,Winter DH Germination
737,BS911-95,11494,B,Half,369,1,6,22,1,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
738,BS911-95,11494,B,Half,369,2,4,25,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
739,BS911-96,11495,B,Full,370,1,2,15,10,2,0,1,,,,2020,Snyder,2,19,Winter DH Germination
740,BS911-96,11495,B,Full,370,2,0,13,12,2,0,3,,,,2020,Snyder,2,19,Winter DH Germination
741,BS911-97,11496,B,Half,371,1,0,8,15,6,1,0,,,,2020,Snyder,2,19,Winter DH Germination
742,BS911-97,11496,B,Half,371,2,0,0,10,17,1,2,,,,2020,Snyder,2,19,Winter DH Germination
743,BS911-98,11497,B,Full,372,1,3,24,2,1,0,0,,,,2020,Snyder,2,19,Winter DH Germination
744,BS911-98,11497,B,Full,372,2,2,24,2,0,0,2,,,,2020,Snyder,2,19,Winter DH Germination
745,BS911-99,11498,B,Full,373,1,1,27,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
746,BS911-99,11498,B,Full,373,2,2,22,1,2,0,3,,,,2020,Snyder,2,19,Winter DH Germination
747,BS911-100,11499,B,Full,374,1,5,20,5,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
748,BS911-100,11499,B,Full,374,2,3,23,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
749,Check 1-Flavia,11500,C,Full,375,1,0,11,8,4,3,3,,,,2020,Snyder,2,19,Winter DH Germination
750,Check 1-Flavia,11500,C,Full,375,2,2,15,4,4,2,3,,,,2020,Snyder,2,19,Winter DH Germination
751,Check 2-Scala,11501,C,Full,376,1,12,17,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
752,Check 2-Scala,11501,C,Full,376,2,12,14,3,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
753,Check 3-DH130910,11502,C,Full,377,1,0,3,12,9,3,2,,,,2020,Snyder,2,19,Winter DH Germination
754,Check 3-DH130910,11502,C,Full,377,2,0,3,12,10,3,2,,,,2020,Snyder,2,19,Winter DH Germination
755,Check 4-SY Tepee,11503,C,Full,378,1,9,20,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
756,Check 4-SY Tepee,11503,C,Full,378,2,10,15,1,2,0,2,,,,2020,Snyder,2,19,Winter DH Germination
757,Check 5-Wintmalt,11504,C,Full,379,1,16,15,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
758,Check 5-Wintmalt,11504,C,Full,379,2,18,16,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
759,BS911-101,11505,B,Half,380,1,0,2,5,9,6,8,,,,2020,Snyder,2,19,Winter DH Germination
760,BS911-101,11505,B,Half,380,2,3,2,7,4,7,7,,,,2020,Snyder,2,19,Winter DH Germination
761,BS911-102,11506,B,Full,381,1,0,4,20,4,0,2,,,,2020,Snyder,2,19,Winter DH Germination
762,BS911-102,11506,B,Full,381,2,0,8,16,4,1,1,,,,2020,Snyder,2,19,Winter DH Germination
763,BS911-103,11507,B,Full,382,1,0,4,14,10,2,0,,,,2020,Snyder,2,19,Winter DH Germination
764,BS911-103,11507,B,Full,382,2,0,6,16,7,0,2,,,,2020,Snyder,2,19,Winter DH Germination
765,BS911-104,11508,B,Half,383,1,0,5,8,10,2,5,,,,2020,Snyder,2,19,Winter DH Germination
766,BS911-104,11508,B,Half,383,2,0,5,13,6,3,3,,,,2020,Snyder,2,19,Winter DH Germination
767,BS911-105,11509,B,Full,384,1,3,11,7,7,0,2,,,,2020,Snyder,2,19,Winter DH Germination
768,BS911-105,11509,B,Full,384,2,2,12,8,6,0,1,,,,2020,Snyder,2,19,Winter DH Germination
769,BS911-106,11510,B,Full,385,1,0,7,13,8,1,1,,,,2020,Snyder,2,19,Winter DH Germination
770,BS911-106,11510,B,Full,385,2,0,5,18,4,0,3,,,,2020,Snyder,2,19,Winter DH Germination
771,BS911-107,11511,B,Full,386,1,10,18,1,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
772,BS911-107,11511,B,Full,386,2,4,24,0,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
773,BS911-108,11512,B,Full,387,1,5,23,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
774,BS911-108,11512,B,Full,387,2,7,21,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
775,BS911-109,11513,B,Half,388,1,4,22,3,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
776,BS911-109,11513,B,Half,388,2,4,19,7,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
777,BS911-110,11514,B,Half,389,1,0,0,8,7,11,4,,,,2020,Snyder,2,19,Winter DH Germination
778,BS911-110,11514,B,Half,389,2,0,0,1,10,11,8,,,,2020,Snyder,2,19,Winter DH Germination
779,BS911-112,11516,B,Full,390,1,0,4,7,6,6,7,,,,2020,Snyder,2,19,Winter DH Germination
780,BS911-112,11516,B,Full,390,2,0,2,3,10,7,9,,,,2020,Snyder,2,19,Winter DH Germination
781,BS911-113,11517,B,Half,391,1,0,2,7,13,7,1,,,,2020,Snyder,2,19,Winter DH Germination
782,BS911-113,11517,B,Half,391,2,0,2,9,11,3,6,,,,2020,Snyder,2,19,Winter DH Germination
783,BS911-114,11518,B,Half,392,1,9,21,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
784,BS911-114,11518,B,Half,392,2,6,23,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
785,BS911-115,11519,B,Half,393,1,11,18,0,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
786,BS911-115,11519,B,Half,393,2,11,18,1,2,0,0,,,,2020,Snyder,2,19,Winter DH Germination
787,BS911-117,11521,B,Full,394,1,0,15,13,5,1,1,,,,2020,Snyder,2,19,Winter DH Germination
788,BS911-117,11521,B,Full,394,2,1,11,11,9,3,0,,,,2020,Snyder,2,19,Winter DH Germination
789,BS911-118,11522,B,Full,395,1,0,0,1,18,3,7,,,,2020,Snyder,2,19,Winter DH Germination
790,BS911-118,11522,B,Full,395,2,0,1,2,26,0,1,,,,2020,Snyder,2,19,Winter DH Germination
791,BS911-119,11523,B,Full,396,1,4,18,8,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
792,BS911-119,11523,B,Full,396,2,3,14,12,1,0,2,,,,2020,Snyder,2,19,Winter DH Germination
793,BS911-120,11524,B,Full,397,1,1,15,7,5,1,0,,,,2020,Snyder,2,19,Winter DH Germination
794,BS911-120,11524,B,Full,397,2,1,17,9,4,0,0,,,,2020,Snyder,2,19,Winter DH Germination
795,BS911-121,11525,B,Half,398,1,7,17,5,0,1,0,,,,2020,Snyder,2,19,Winter DH Germination
796,BS911-121,11525,B,Half,398,2,11,31,3,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
797,BS911-122,11526,B,Full,399,1,0,4,11,8,5,2,,,,2020,Snyder,2,19,Winter DH Germination
798,BS911-122,11526,B,Full,399,2,0,3,10,11,5,1,,,,2020,Snyder,2,19,Winter DH Germination
799,BS911-123,11527,B,Full,400,1,0,8,13,8,1,0,,,,2020,Snyder,2,19,Winter DH Germination
800,BS911-123,11527,B,Full,400,2,0,13,13,4,2,0,,,,2020,Snyder,2,19,Winter DH Germination
801,BS911-124,11528,B,Full,401,1,1,13,12,2,0,2,,,,2020,Snyder,2,19,Winter DH Germination
802,BS911-124,11528,B,Full,401,2,0,6,19,5,0,1,,,,2020,Snyder,2,19,Winter DH Germination
803,BS911-125,11529,B,Full,402,1,0,9,10,8,2,2,,,,2020,Snyder,2,19,Winter DH Germination
804,BS911-125,11529,B,Full,402,2,0,8,10,5,4,3,,,,2020,Snyder,2,19,Winter DH Germination
805,BS911-126,11530,B,Full,403,1,0,3,6,14,3,3,,,,2020,Snyder,2,19,Winter DH Germination
806,BS911-126,11530,B,Full,403,2,0,2,10,13,2,3,,,,2020,Snyder,2,19,Winter DH Germination
807,BS912-128,11532,B,Half,404,1,1,11,11,6,1,0,,,,2020,Snyder,2,19,Winter DH Germination
808,BS912-128,11532,B,Half,404,2,2,12,13,1,1,1,,,,2020,Snyder,2,19,Winter DH Germination
809,BS912-129,11533,B,Full,405,1,0,5,16,8,1,0,,,,2020,Snyder,2,19,Winter DH Germination
810,BS912-129,11533,B,Full,405,2,0,7,18,3,1,0,,,,2020,Snyder,2,19,Winter DH Germination
811,BS912-130,11534,B,Half,406,1,0,0,6,9,5,10,,,,2020,Snyder,2,19,Winter DH Germination
812,BS912-130,11534,B,Half,406,2,0,1,2,11,8,8,,,,2020,Snyder,2,19,Winter DH Germination
813,BS912-131,11535,B,Full,407,1,0,0,11,12,5,2,,,,2020,Snyder,2,19,Winter DH Germination
814,BS912-131,11535,B,Full,407,2,0,3,10,12,3,2,,,,2020,Snyder,2,19,Winter DH Germination
815,BS912-132,11536,B,Half,408,1,10,18,1,0,0,1,,,,2020,Snyder,2,19,Winter DH Germination
816,BS912-132,11536,B,Half,408,2,7,19,4,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
817,BS912-134,11538,B,Full,409,1,0,1,8,8,10,3,,,,2020,Snyder,2,19,Winter DH Germination
818,BS912-134,11538,B,Full,409,2,0,2,5,14,5,4,,,,2020,Snyder,2,19,Winter DH Germination
819,BS912-135,11539,B,Full,410,1,0,3,18,7,1,1,,,,2020,Snyder,2,19,Winter DH Germination
820,BS912-135,11539,B,Full,410,2,0,0,9,12,2,7,,,,2020,Snyder,2,19,Winter DH Germination
821,BS912-136,11540,B,Full,411,1,10,18,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
822,BS912-136,11540,B,Full,411,2,7,23,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
823,BS912-137,11541,B,Half,412,1,10,19,1,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
824,BS912-137,11541,B,Half,412,2,11,17,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
825,BS912-138,11542,B,Full,413,1,12,16,2,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
826,BS912-138,11542,B,Full,413,2,11,19,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
827,Check 6-Charles,11543,C,Full,414,1,19,11,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
828,Check 6-Charles,11543,C,Full,414,2,21,11,0,0,0,0,,,,2020,Snyder,2,19,Winter DH Germination
829,Check 1-Flavia,12001,C,Full,415,1,0,14,10,6,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
830,Check 1-Flavia,12001,C,Full,415,2,0,17,11,2,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
831,Check 2-Scala,12002,C,Full,416,1,14,16,0,0,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
832,Check 2-Scala,12002,C,Full,416,2,8,20,0,0,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
833,Check 3-DH130910,12003,C,Full,417,1,0,0,0,6,8,16,,,,2020,Ketola 5,2,19,Winter DH Germination
834,Check 3-DH130910,12003,C,Full,417,2,0,0,0,7,6,17,,,,2020,Ketola 5,2,19,Winter DH Germination
835,Check 4-SY Tepee,12004,C,Full,418,1,9,20,1,0,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
836,Check 4-SY Tepee,12004,C,Full,418,2,8,22,0,0,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
837,BS611-1,12006,B,Half,419,1,0,11,12,4,0,3,,,,2020,Ketola 5,2,19,Winter DH Germination
838,BS611-1,12006,B,Half,419,2,1,10,11,6,2,0,,,,2020,Ketola 5,2,19,Winter DH Germination
839,BS611-2,12007,B,Full,420,1,0,1,17,10,0,3,,,,2020,Ketola 5,2,19,Winter DH Germination
840,BS611-2,12007,B,Full,420,2,0,4,12,11,1,3,,,,2020,Ketola 5,2,19,Winter DH Germination
841,BS611-3,12008,B,Full,421,1,0,3,13,8,3,3,,,,2020,Ketola 5,2,19,Winter DH Germination
842,BS611-3,12008,B,Full,421,2,0,3,9,13,2,3,,,,2020,Ketola 5,2,19,Winter DH Germination
843,BS611-4,12009,B,Full,422,1,0,0,2,8,6,14,,,,2020,Ketola 5,2,19,Winter DH Germination
844,BS611-4,12009,B,Full,422,2,0,0,4,11,4,11,,,,2020,Ketola 5,2,19,Winter DH Germination
845,BS613-6,12011,B,Full,423,1,0,1,9,13,2,5,,,,2020,Ketola 5,2,19,Winter DH Germination
846,BS613-6,12011,B,Full,423,2,0,0,5,18,3,4,,,,2020,Ketola 5,2,19,Winter DH Germination
847,BS613-7,12012,B,Full,424,1,0,7,15,4,1,3,,,,2020,Ketola 5,2,19,Winter DH Germination
848,BS613-7,12012,B,Full,424,2,0,2,13,12,2,1,,,,2020,Ketola 5,2,19,Winter DH Germination
849,BS613-8,12013,B,Full,425,1,0,11,7,7,1,4,,,,2020,Ketola 5,2,19,Winter DH Germination
850,BS613-8,12013,B,Full,425,2,0,8,13,5,3,1,,,,2020,Ketola 5,2,19,Winter DH Germination
851,BS613-9,12014,B,Half,426,1,0,4,6,7,2,11,,,,2020,Ketola 5,2,19,Winter DH Germination
852,BS613-9,12014,B,Half,426,2,0,3,14,11,3,6,,,,2020,Ketola 5,2,19,Winter DH Germination
853,BS613-10,12015,B,Full,427,1,0,3,14,8,3,2,,,,2020,Ketola 5,2,19,Winter DH Germination
854,BS613-10,12015,B,Full,427,2,0,7,17,2,1,3,,,,2020,Ketola 5,2,19,Winter DH Germination
855,BS613-11,12016,B,Full,428,1,1,6,10,8,3,2,,,,2020,Ketola 5,2,19,Winter DH Germination
856,BS613-11,12016,B,Full,428,2,1,11,8,6,1,3,,,,2020,Ketola 5,2,19,Winter DH Germination
857,BS613-12,12017,B,Full,429,1,0,0,5,9,1,15,,,,2020,Ketola 5,2,19,Winter DH Germination
858,BS613-12,12017,B,Full,429,2,0,2,7,9,4,8,,,,2020,Ketola 5,2,19,Winter DH Germination
859,BS613-13,12018,B,Full,430,1,0,6,10,10,2,2,,,,2020,Ketola 5,2,19,Winter DH Germination
860,BS613-13,12018,B,Full,430,2,0,5,7,11,1,5,,,,2020,Ketola 5,2,19,Winter DH Germination
861,BS613-14,12019,B,Half,431,1,0,1,2,9,8,10,,,,2020,Ketola 5,2,19,Winter DH Germination
862,BS613-14,12019,B,Half,431,2,0,0,6,11,3,10,,,,2020,Ketola 5,2,19,Winter DH Germination
863,BS613-15,12020,B,Full,432,1,0,1,15,8,5,1,,,,2020,Ketola 5,2,19,Winter DH Germination
864,BS613-15,12020,B,Full,432,2,0,6,16,6,1,2,,,,2020,Ketola 5,2,19,Winter DH Germination
865,BS613-16,12021,B,Full,433,1,0,6,15,6,1,2,,,,2020,Ketola 5,2,19,Winter DH Germination
866,BS613-16,12021,B,Full,433,2,0,5,11,9,4,1,,,,2020,Ketola 5,2,19,Winter DH Germination
867,BS613-18,12023,B,Half,434,1,0,2,8,4,9,7,,,,2020,Ketola 5,2,19,Winter DH Germination
868,BS613-18,12023,B,Half,434,2,0,6,10,6,2,6,,,,2020,Ketola 5,2,19,Winter DH Germination
869,BS613-19,12024,B,Half,435,1,0,4,5,13,4,4,,,,2020,Ketola 5,2,19,Winter DH Germination
870,BS613-19,12024,B,Half,435,2,0,2,9,14,2,3,,,,2020,Ketola 5,2,19,Winter DH Germination
871,BS613-20,12025,B,Half,436,1,0,0,0,7,3,20,,,,2020,Ketola 5,2,19,Winter DH Germination
872,BS613-20,12025,B,Half,436,2,0,0,0,8,2,20,,,,2020,Ketola 5,2,19,Winter DH Germination
873,BS613-21,12026,B,Full,437,1,0,3,8,13,2,4,,,,2020,Ketola 5,2,19,Winter DH Germination
874,BS613-21,12026,B,Full,437,2,0,2,12,11,1,4,,,,2020,Ketola 5,2,19,Winter DH Germination
875,BS614-22,12027,B,Half,438,1,0,0,0,9,10,11,,,,2020,Ketola 5,2,19,Winter DH Germination
876,BS614-22,12027,B,Half,438,2,0,1,3,11,7,9,,,,2020,Ketola 5,2,19,Winter DH Germination
877,BS614-23,12028,B,Full,439,1,1,22,6,1,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
878,BS614-23,12028,B,Full,439,2,3,19,7,1,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
879,BS614-24,12029,B,Half,440,1,0,0,9,8,1,12,,,,2020,Ketola 5,2,19,Winter DH Germination
880,BS614-24,12029,B,Half,440,2,0,1,7,10,6,6,,,,2020,Ketola 5,2,19,Winter DH Germination
881,BS614-25,12030,B,Half,441,1,0,2,19,6,1,2,,,,2020,Ketola 5,2,19,Winter DH Germination
882,BS614-25,12030,B,Half,441,2,0,7,15,5,2,1,,,,2020,Ketola 5,2,19,Winter DH Germination
883,BS614-26,12031,B,Full,442,1,0,0,1,7,11,11,,,,2020,Ketola 5,2,19,Winter DH Germination
884,BS614-26,12031,B,Full,442,2,0,0,0,11,3,16,,,,2020,Ketola 5,2,19,Winter DH Germination
885,BS614-27,12032,B,Half,443,1,0,2,12,10,1,4,,,,2020,Ketola 5,2,19,Winter DH Germination
886,BS614-27,12032,B,Half,443,2,0,3,12,10,2,3,,,,2020,Ketola 5,2,19,Winter DH Germination
887,BS614-29,12034,B,Full,444,1,0,0,6,12,2,10,,,,2020,Ketola 5,2,19,Winter DH Germination
888,BS614-29,12034,B,Full,444,2,0,0,6,17,3,5,,,,2020,Ketola 5,2,19,Winter DH Germination
889,BS614-30,12035,B,Half,445,1,0,0,12,15,1,2,,,,2020,Ketola 5,2,19,Winter DH Germination
890,BS614-30,12035,B,Half,445,2,0,3,13,13,1,0,,,,2020,Ketola 5,2,19,Winter DH Germination
891,BS614-31,12036,B,Full,446,1,0,7,17,3,0,3,,,,2020,Ketola 5,2,19,Winter DH Germination
892,BS614-31,12036,B,Full,446,2,0,6,20,3,0,1,,,,2020,Ketola 5,2,19,Winter DH Germination
893,BS614-32,12037,B,Full,447,1,0,3,10,12,3,2,,,,2020,Ketola 5,2,19,Winter DH Germination
894,BS614-32,12037,B,Full,447,2,0,2,10,11,4,3,,,,2020,Ketola 5,2,19,Winter DH Germination
895,BS614-33,12038,B,Half,448,1,0,4,17,8,0,1,,,,2020,Ketola 5,2,19,Winter DH Germination
896,BS614-33,12038,B,Half,448,2,0,2,20,6,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
897,BS614-34,12039,B,Full,449,1,0,1,10,11,3,5,,,,2020,Ketola 5,2,19,Winter DH Germination
898,BS614-34,12039,B,Full,449,2,0,3,8,12,3,4,,,,2020,Ketola 5,2,19,Winter DH Germination
899,BS614-36,12041,B,Full,450,1,0,1,8,16,4,1,,,,2020,Ketola 5,2,19,Winter DH Germination
900,BS614-36,12041,B,Full,450,2,0,0,16,10,4,0,,,,2020,Ketola 5,2,19,Winter DH Germination
901,BS614-37,12042,B,Full,451,1,0,2,11,9,4,4,,,,2020,Ketola 5,2,19,Winter DH Germination
902,BS614-37,12042,B,Full,451,2,0,2,7,14,4,3,,,,2020,Ketola 5,2,19,Winter DH Germination
903,BS614-38,12043,B,Full,452,1,0,4,12,8,3,3,,,,2020,Ketola 5,2,19,Winter DH Germination
904,BS614-38,12043,B,Full,452,2,0,3,9,7,3,7,,,,2020,Ketola 5,2,19,Winter DH Germination
905,BS614-39,12044,B,Full,453,1,0,0,4,10,3,13,,,,2020,Ketola 5,2,19,Winter DH Germination
906,BS614-39,12044,B,Full,453,2,0,0,3,12,6,9,,,,2020,Ketola 5,2,19,Winter DH Germination
907,BS614-40,12045,B,Full,454,1,0,0,3,3,5,20,,,,2020,Ketola 5,2,19,Winter DH Germination
908,BS614-40,12045,B,Full,454,2,0,0,4,7,3,16,,,,2020,Ketola 5,2,19,Winter DH Germination
909,BS615-41,12046,B,Full,455,1,0,0,5,8,10,7,,,,2020,Ketola 5,2,19,Winter DH Germination
910,BS615-41,12046,B,Full,455,2,0,0,6,10,7,7,,,,2020,Ketola 5,2,19,Winter DH Germination
911,BS615-42,12047,B,Full,456,1,0,1,8,13,3,5,,,,2020,Ketola 5,2,19,Winter DH Germination
912,BS615-42,12047,B,Full,456,2,0,2,8,10,2,8,,,,2020,Ketola 5,2,19,Winter DH Germination
913,BS615-43,12048,B,Half,457,1,0,12,14,2,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
914,BS615-43,12048,B,Half,457,2,0,7,17,4,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
915,BS615-44,12049,B,Half,458,1,0,4,12,8,2,4,,,,2020,Ketola 5,2,19,Winter DH Germination
916,BS615-44,12049,B,Half,458,2,0,6,15,6,2,1,,,,2020,Ketola 5,2,19,Winter DH Germination
917,Check 6-Charles,12050,C,Full,459,1,12,18,0,0,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
918,Check 6-Charles,12050,C,Full,459,2,14,16,1,0,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
919,BS615-45,12052,B,Half,460,1,0,6,10,6,2,7,,,,2020,Ketola 5,2,19,Winter DH Germination
920,BS615-45,12052,B,Half,460,2,0,4,7,10,5,4,,,,2020,Ketola 5,2,19,Winter DH Germination
921,BS615-46,12053,B,Full,461,1,0,2,6,8,5,9,,,,2020,Ketola 5,2,19,Winter DH Germination
922,BS615-46,12053,B,Full,461,2,0,1,7,10,6,6,,,,2020,Ketola 5,2,19,Winter DH Germination
923,BS615-48,12055,B,Full,462,1,1,9,14,3,1,3,,,,2020,Ketola 5,2,19,Winter DH Germination
924,BS615-48,12055,B,Full,462,2,0,8,13,8,0,1,,,,2020,Ketola 5,2,19,Winter DH Germination
925,BS615-49,12056,B,Full,463,1,0,1,9,7,3,10,,,,2020,Ketola 5,2,19,Winter DH Germination
926,BS615-49,12056,B,Full,463,2,0,1,10,7,4,8,,,,2020,Ketola 5,2,19,Winter DH Germination
927,BS615-50,12057,B,Half,464,1,0,4,7,9,1,9,,,,2020,Ketola 5,2,19,Winter DH Germination
928,BS615-50,12057,B,Half,464,2,0,1,12,7,3,7,,,,2020,Ketola 5,2,19,Winter DH Germination
929,BS615-51,12058,B,Full,465,1,0,0,9,7,3,11,,,,2020,Ketola 5,2,19,Winter DH Germination
930,BS615-51,12058,B,Full,465,2,0,1,13,5,3,8,,,,2020,Ketola 5,2,19,Winter DH Germination
931,BS615-52,12059,B,Half,466,1,0,6,18,2,2,2,,,,2020,Ketola 5,2,19,Winter DH Germination
932,BS615-52,12059,B,Half,466,2,0,10,17,2,1,0,,,,2020,Ketola 5,2,19,Winter DH Germination
933,BS615-53,12060,B,Full,467,1,0,9,11,8,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
934,BS615-53,12060,B,Full,467,2,0,11,16,2,0,1,,,,2020,Ketola 5,2,19,Winter DH Germination
935,BS615-54,12061,B,Half,468,1,0,3,9,14,1,3,,,,2020,Ketola 5,2,19,Winter DH Germination
936,BS615-54,12061,B,Half,468,2,0,2,11,8,3,6,,,,2020,Ketola 5,2,19,Winter DH Germination
937,BS615-55,12062,B,Full,469,1,0,10,11,7,1,1,,,,2020,Ketola 5,2,19,Winter DH Germination
938,BS615-55,12062,B,Full,469,2,0,7,13,6,2,2,,,,2020,Ketola 5,2,19,Winter DH Germination
939,BS615-56,12063,B,Half,470,1,0,0,6,8,3,13,,,,2020,Ketola 5,2,19,Winter DH Germination
940,BS615-56,12063,B,Half,470,2,0,0,3,11,6,10,,,,2020,Ketola 5,2,19,Winter DH Germination
941,BS615-57,12064,B,Half,471,1,0,4,13,10,2,1,,,,2020,Ketola 5,2,19,Winter DH Germination
942,BS615-57,12064,B,Half,471,2,0,3,17,8,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
943,BS616-58,12065,B,Full,472,1,0,0,7,7,5,11,,,,2020,Ketola 5,2,19,Winter DH Germination
944,BS616-58,12065,B,Full,472,2,0,2,4,5,9,10,,,,2020,Ketola 5,2,19,Winter DH Germination
945,BS616-59,12066,B,Half,473,1,0,2,12,7,6,3,,,,2020,Ketola 5,2,19,Winter DH Germination
946,BS616-59,12066,B,Half,473,2,0,2,12,14,0,2,,,,2020,Ketola 5,2,19,Winter DH Germination
947,BS616-60,12067,B,Half,474,1,0,1,4,13,9,3,,,,2020,Ketola 5,2,19,Winter DH Germination
948,BS616-60,12067,B,Half,474,2,0,0,6,8,10,5,,,,2020,Ketola 5,2,19,Winter DH Germination
949,BS616-61,12068,B,Half,475,1,0,0,7,8,3,12,,,,2020,Ketola 5,2,19,Winter DH Germination
950,BS616-61,12068,B,Half,475,2,0,1,7,12,5,5,,,,2020,Ketola 5,2,19,Winter DH Germination
951,BS616-62,12069,B,Full,476,1,0,11,15,2,1,1,,,,2020,Ketola 5,2,19,Winter DH Germination
952,BS616-62,12069,B,Full,476,2,1,8,15,5,0,1,,,,2020,Ketola 5,2,19,Winter DH Germination
953,BS616-64,12071,B,Full,477,1,0,1,10,16,3,0,,,,2020,Ketola 5,2,19,Winter DH Germination
954,BS616-64,12071,B,Full,477,2,0,0,9,15,2,4,,,,2020,Ketola 5,2,19,Winter DH Germination
955,BS616-65,12072,B,Full,478,1,0,5,13,9,3,0,,,,2020,Ketola 5,2,19,Winter DH Germination
956,BS616-65,12072,B,Full,478,2,0,6,15,6,2,1,,,,2020,Ketola 5,2,19,Winter DH Germination
957,BS616-66,12073,B,Full,479,1,0,8,10,6,3,3,,,,2020,Ketola 5,2,19,Winter DH Germination
958,BS616-66,12073,B,Full,479,2,0,7,15,5,2,1,,,,2020,Ketola 5,2,19,Winter DH Germination
959,BS616-67,12074,B,Half,480,1,0,15,10,3,1,1,,,,2020,Ketola 5,2,19,Winter DH Germination
960,BS616-67,12074,B,Half,480,2,0,20,9,1,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
961,BS616-68,12075,B,Full,481,1,1,4,7,11,4,3,,,,2020,Ketola 5,2,19,Winter DH Germination
962,BS616-68,12075,B,Full,481,2,0,7,10,8,1,4,,,,2020,Ketola 5,2,19,Winter DH Germination
963,BS616-69,12076,B,Full,482,1,0,25,4,0,0,1,,,,2020,Ketola 5,2,19,Winter DH Germination
964,BS616-69,12076,B,Full,482,2,0,17,12,0,0,0,,,,2020,Ketola 5,2,19,Winter DH Germination
965,BS616-70,12077,B,Half,483,1,0,0,1,1,2,26,,,,2020,Ketola 5,2,19,Winter DH Germination
966,BS616-70,12077,B,Half,483,2,0,0,0,3,7,20,,,,2020,Ketola 5,2,19,Winter DH Germination
967,BS616-71,12078,B,Full,484,1,0,0,3,15,7,5,,,,2020,Ketola 5,2,19,Winter DH Germination
968,BS616-71,12078,B,Full,484,2,0,0,10,10,2,9,,,,2020,Ketola 5,2,19,Winter DH Germination
