Entry,PLOT,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Timepoint,PM_at_plating,Experiment
BS613-18,12023,Half,434,1,0,26,3,2,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-18,12023,Half,434,2,1,21,5,1,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-19,12024,Half,435,2,0,27,4,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-19,12024,Half,435,1,1,16,10,1,0,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-20,12025,Half,436,1,0,4,14,5,4,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS613-20,12025,Half,436,2,0,5,14,7,1,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-21,12026,Full,437,2,0,14,10,4,1,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS613-21,12026,Full,437,1,1,21,6,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-22,12027,Half,438,1,0,13,10,6,1,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-22,12027,Half,438,2,0,12,16,1,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-23,12028,Full,439,2,5,23,2,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-23,12028,Full,439,1,11,18,1,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-24,12029,Half,440,1,0,14,14,1,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-24,12029,Half,440,2,0,16,14,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-25,12030,Half,441,1,0,23,7,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-25,12030,Half,441,2,0,28,2,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-26,12031,Full,442,1,0,4,14,5,7,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-26,12031,Full,442,2,0,4,14,6,4,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-27,12032,Half,443,1,0,11,14,2,0,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-27,12032,Half,443,2,0,16,8,6,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-29,12034,Full,444,1,0,21,6,0,2,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-29,12034,Full,444,2,0,21,8,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-30,12035,Half,445,1,0,17,12,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-30,12035,Half,445,2,0,22,6,2,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-31,12036,Full,446,2,2,24,4,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-31,12036,Full,446,1,5,19,5,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-32,12037,Full,447,1,1,15,12,0,0,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-32,12037,Full,447,2,2,21,6,0,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-33,12038,Half,448,1,0,26,4,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-33,12038,Half,448,2,0,20,7,0,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-34,12039,Full,449,2,0,16,12,2,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-34,12039,Full,449,1,1,10,14,2,3,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-36,12041,Full,450,1,0,12,18,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-36,12041,Full,450,2,0,15,15,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-37,12042,Full,451,1,0,11,15,0,2,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-37,12042,Full,451,2,0,22,6,1,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-38,12043,Full,452,1,0,13,12,2,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-38,12043,Full,452,2,0,16,13,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-39,12044,Full,453,1,0,13,11,3,0,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-39,12044,Full,453,2,0,20,6,1,2,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS614-40,12045,Full,454,1,0,5,10,8,3,4,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS614-40,12045,Full,454,2,0,5,19,3,0,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-41,12046,Full,455,1,0,11,11,5,2,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-41,12046,Full,455,2,0,12,12,3,1,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-42,12047,Full,456,2,0,14,12,0,1,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-42,12047,Full,456,1,1,10,11,5,2,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-43,12048,Half,457,1,3,24,2,0,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-43,12048,Half,457,2,6,23,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-44,12049,Half,458,2,0,23,6,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-44,12049,Half,458,1,1,23,7,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 6-Charles,12050,Full,459,1,17,13,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 6-Charles,12050,Full,459,2,17,13,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-45,12052,Half,460,2,1,16,5,3,2,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-45,12052,Half,460,1,2,18,5,3,2,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-46,12053,Full,461,1,0,14,12,2,1,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-46,12053,Full,461,2,0,18,11,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-48,12055,Full,462,1,4,22,3,0,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-48,12055,Full,462,2,4,22,4,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-49,12056,Full,463,1,0,11,12,1,3,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-49,12056,Full,463,2,0,8,20,1,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-50,12057,Half,464,2,0,17,11,1,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-50,12057,Half,464,1,2,16,11,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-51,12058,Full,465,1,0,13,15,0,1,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-51,12058,Full,465,2,0,10,17,2,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-52,12059,Half,466,1,3,20,7,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-52,12059,Half,466,2,3,25,2,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-53,12060,Full,467,1,0,15,14,0,1,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-53,12060,Full,467,2,2,16,12,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-54,12061,Half,468,1,0,21,6,1,0,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-54,12061,Half,468,2,0,22,5,0,1,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-55,12062,Full,469,2,1,26,3,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-55,12062,Full,469,1,4,24,1,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-56,12063,Half,470,1,0,9,10,5,2,4,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-56,12063,Half,470,2,0,20,7,2,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS615-57,12064,Half,471,1,0,15,11,2,0,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS615-57,12064,Half,471,2,1,20,7,1,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-58,12065,Full,472,1,0,6,12,9,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-58,12065,Full,472,2,0,20,8,0,1,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-59,12066,Half,473,1,0,21,5,2,0,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-59,12066,Half,473,2,0,23,6,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-60,12067,Half,474,1,0,3,17,7,2,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-60,12067,Half,474,2,0,11,14,3,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-61,12068,Half,475,1,0,11,10,6,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-61,12068,Half,475,2,0,7,14,8,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-62,12069,Full,476,2,2,23,4,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-62,12069,Full,476,1,3,22,5,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-64,12071,Full,477,1,0,14,11,5,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-64,12071,Full,477,2,0,17,10,2,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-65,12072,Full,478,2,0,20,9,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-65,12072,Full,478,1,2,20,8,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-66,12073,Full,479,1,1,22,8,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-66,12073,Full,479,2,3,18,8,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-67,12074,Half,480,2,4,25,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-67,12074,Half,480,1,5,25,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-68,12075,Full,481,2,0,13,16,0,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-68,12075,Full,481,1,1,17,10,1,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-69,12076,Full,482,2,2,24,2,0,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-69,12076,Full,482,1,3,25,0,1,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-70,12077,Half,483,1,0,2,9,11,4,4,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-70,12077,Half,483,2,0,0,15,8,3,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-71,12078,Full,484,2,0,16,12,0,1,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-71,12078,Full,484,1,1,11,19,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-72,12079,Half,485,1,0,22,7,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-72,12079,Half,485,2,0,25,5,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-73,12080,Half,486,1,0,12,13,2,0,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-73,12080,Half,486,2,0,20,8,1,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-74,12081,Full,487,1,0,17,12,1,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-74,12081,Full,487,2,0,18,11,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-75,12082,Full,488,1,0,7,21,0,0,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-75,12082,Full,488,2,0,9,18,1,1,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-76,12083,Half,489,1,0,7,18,4,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-76,12083,Half,489,2,0,14,13,3,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-77,12084,Full,490,2,3,21,3,0,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-77,12084,Full,490,1,5,19,4,1,1,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-78,12085,Half,491,2,1,19,9,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS616-78,12085,Half,491,1,2,23,8,2,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-79,12086,Full,492,1,0,12,15,2,1,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS616-79,12086,Full,492,2,1,8,19,2,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-1,12087,Half,493,2,4,25,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-1,12087,Half,493,1,5,25,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-2,12088,Full,494,1,3,27,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-2,12088,Full,494,2,6,24,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-3,12089,Half,495,2,9,21,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-3,12089,Half,495,1,10,20,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-4,12090,Half,496,2,10,19,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-4,12090,Half,496,1,14,16,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-7,12093,Full,497,2,1,24,5,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-7,12093,Full,497,1,3,21,6,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-8,12094,Full,498,2,11,24,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-8,12094,Full,498,1,13,16,1,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-9,12095,Full,499,2,6,17,3,3,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-9,12095,Full,499,1,9,17,2,1,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-10,12096,Half,500,1,12,18,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-10,12096,Half,500,2,12,18,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-11,12097,Half,501,1,0,5,14,9,2,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-11,12097,Half,501,2,0,13,17,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-12,12098,Half,502,1,12,18,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-12,12098,Half,502,2,13,17,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,12100,Full,503,2,5,24,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,12100,Full,503,1,6,19,2,0,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,12101,Full,504,1,12,14,1,0,0,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,12101,Full,504,2,13,17,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 3-DH130910,12102,Full,505,1,0,1,29,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 3-DH130910,12102,Full,505,2,0,10,19,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,12103,Full,506,2,11,19,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,12103,Full,506,1,14,16,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-15,12106,Full,507,1,0,2,7,14,4,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-15,12106,Full,507,2,0,1,9,10,4,6,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-18,12109,Half,508,2,9,21,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-18,12109,Half,508,1,13,16,0,0,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-21,12112,Full,509,1,0,7,15,5,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-21,12112,Full,509,2,0,9,16,3,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-23,12114,Full,510,1,0,8,19,0,2,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-23,12114,Full,510,2,0,17,13,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-27,12118,Full,511,1,0,2,10,12,2,4,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-27,12118,Full,511,2,0,1,18,9,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-29,12120,Half,512,1,0,5,19,1,2,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-29,12120,Half,512,2,0,8,17,3,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-30,12121,Full,513,2,7,23,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-30,12121,Full,513,1,8,22,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-33,12124,Full,514,2,7,22,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-33,12124,Full,514,1,10,19,1,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-35,12126,Half,515,1,12,18,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-35,12126,Half,515,2,20,10,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-36,12127,Half,516,2,4,25,1,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-36,12127,Half,516,1,10,20,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-39,12130,Half,517,2,8,22,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-39,12130,Half,517,1,12,18,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-40,12131,Half,518,1,6,16,4,1,1,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-40,12131,Half,518,2,6,12,8,2,0,2,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-41,12132,Full,519,1,0,10,12,5,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-41,12132,Full,519,2,0,12,14,3,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-44,12135,Half,520,1,0,10,17,2,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-44,12135,Half,520,2,1,17,11,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-45,12136,Half,521,1,1,14,14,2,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-45,12136,Half,521,2,1,17,9,3,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-46,12137,Full,522,2,0,9,17,3,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-46,12137,Full,522,1,1,10,16,3,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-48,12139,Full,523,1,0,2,9,7,8,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-48,12139,Full,523,2,0,4,22,3,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-50,12141,Full,524,1,7,23,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-50,12141,Full,524,2,13,17,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-51,12142,Half,525,1,0,3,17,7,1,2,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-51,12142,Half,525,2,0,3,20,6,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-53,12144,Half,526,1,7,23,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-53,12144,Half,526,2,9,20,0,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-57,12148,Full,527,1,10,20,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-57,12148,Full,527,2,11,18,0,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-58,12149,Full,528,1,0,20,7,3,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-58,12149,Full,528,2,1,22,7,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 6-Charles,12150,Half,529,1,NA,NA,NA,NA,NA,NA,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 6-Charles,12150,Half,529,2,NA,NA,NA,NA,NA,NA,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-60,12153,Half,530,1,11,19,9,9,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-60,12153,Half,530,2,12,18,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-61,12154,Half,531,2,11,19,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-61,12154,Half,531,1,14,15,1,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-63,12156,Half,532,2,7,24,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-63,12156,Half,532,1,8,22,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-64,12157,Full,533,1,0,5,18,4,2,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-64,12157,Full,533,2,0,14,14,1,1,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-66,12159,Full,534,1,3,15,12,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-66,12159,Full,534,2,3,15,11,1,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS710-67,12160,Half,535,1,0,17,12,0,1,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS710-67,12160,Half,535,2,0,17,13,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-68,12161,Full,536,1,13,17,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-68,12161,Full,536,2,13,17,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-69,12162,Full,537,1,5,24,1,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-69,12162,Full,537,2,7,21,1,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-70,12163,Full,538,1,0,2,12,9,2,5,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-70,12163,Full,538,2,0,1,11,12,3,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-71,12164,Half,539,1,5,25,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-71,12164,Half,539,2,7,21,2,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-72,12165,Half,540,1,1,14,15,0,0,1,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-72,12165,Half,540,2,2,22,5,0,0,1,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-73,12166,Half,541,1,0,2,14,8,3,3,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-73,12166,Half,541,2,0,8,17,2,0,3,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS712-74,12167,Full,542,1,13,17,0,0,0,0,,E,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS712-74,12167,Full,542,2,14,16,0,0,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS713-75,12168,Full,543,2,0,7,18,5,0,0,,F,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
