Entry,PLOT,Full_sample,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Timepoint,PM_at_plating,Experiment
BS812-59,11309,Full,216,1,12,18,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-59,11309,Full,216,2,13,17,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-60,11310,Half,217,1,1,14,14,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-60,11310,Half,217,2,1,17,11,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-61,11311,Full,218,2,10,19,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-61,11311,Full,218,1,11,17,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-62,11312,Half,219,1,0,7,12,7,4,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-62,11312,Half,219,2,1,5,12,5,3,4,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-63,11313,Full,220,2,0,30,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-63,11313,Full,220,1,2,25,3,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-65,11315,Full,221,2,0,15,12,1,1,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-65,11315,Full,221,1,2,16,8,1,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-66,11316,Full,222,2,0,21,9,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-66,11316,Full,222,1,2,16,7,4,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-67,11317,Full,223,1,0,12,14,3,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-67,11317,Full,223,2,0,10,19,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-68,11318,Full,224,1,0,15,8,6,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-68,11318,Full,224,2,1,12,8,5,0,4,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-69,11319,Full,225,2,0,16,12,0,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-69,11319,Full,225,1,1,17,10,0,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-70,11320,Full,226,2,0,22,5,2,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-70,11320,Full,226,1,1,28,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-71,11321,Full,227,1,0,12,16,2,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-71,11321,Full,227,2,0,12,17,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-72,11322,Half,228,1,0,25,4,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-72,11322,Half,228,2,0,26,4,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-73,11323,Full,229,2,11,18,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-73,11323,Full,229,1,16,14,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-76,11326,Full,230,1,1,14,10,4,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-76,11326,Full,230,2,2,8,18,1,0,1,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-77,11327,Full,231,2,8,21,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-77,11327,Full,231,1,16,13,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-79,11329,Full,232,1,0,19,6,1,3,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-79,11329,Full,232,2,0,21,7,0,0,2,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-80,11330,Full,233,2,16,14,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS812-80,11330,Full,233,1,17,13,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-84,11334,Half,234,1,NA,NA,NA,NA,NA,NA,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS812-84,11334,Half,234,2,NA,NA,NA,NA,NA,NA,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-85,11335,Half,235,2,1,28,1,1,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-85,11335,Half,235,1,4,25,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-86,11336,Full,236,1,11,18,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-86,11336,Full,236,2,16,14,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-87,11337,Half,237,1,1,19,3,2,0,5,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-87,11337,Half,237,2,1,22,2,2,0,3,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-88,11338,Full,238,2,10,19,1,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-88,11338,Full,238,1,16,14,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-90,11340,Full,239,1,14,14,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-90,11340,Full,239,2,15,15,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-91,11341,Full,240,2,4,26,0,0,0,0,,B,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-91,11341,Full,240,1,8,20,1,0,0,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-92,11342,Half,241,1,0,7,14,7,2,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-92,11342,Half,241,2,0,9,15,5,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-93,11343,Half,242,1,0,14,14,2,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-93,11343,Half,242,2,0,14,13,0,0,3,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-94,11344,Full,243,1,0,4,11,12,3,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-94,11344,Full,243,2,0,1,12,12,1,3,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-95,11345,Full,244,2,5,24,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-95,11345,Full,244,1,6,24,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-96,11346,Half,245,1,15,15,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-96,11346,Half,245,2,15,14,0,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-97,11347,Half,246,1,1,20,6,0,0,3,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-97,11347,Half,246,2,2,26,1,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-98,11348,Half,247,1,7,22,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-98,11348,Half,247,2,13,17,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-99,11349,Full,248,2,1,26,2,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-99,11349,Full,248,1,2,21,4,3,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 6-Charles,11350,Full,249,1,10,19,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 6-Charles,11350,Full,249,2,15,14,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-100,11352,Full,250,1,0,14,9,6,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-100,11352,Full,250,2,0,20,8,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-101,11353,Full,251,1,0,22,6,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-101,11353,Full,251,2,0,23,4,2,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-102,11354,Half,252,1,0,19,10,0,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-102,11354,Half,252,2,0,15,13,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-103,11355,Full,253,2,0,15,12,2,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-103,11355,Full,253,1,1,23,5,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-105,11357,Half,254,1,0,15,11,2,0,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-105,11357,Half,254,2,0,10,19,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-107,11359,Full,255,2,9,21,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-107,11359,Full,255,1,15,15,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-108,11360,Half,256,1,12,17,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-108,11360,Half,256,2,12,16,0,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-109,11361,Half,257,2,2,19,5,2,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-109,11361,Half,257,1,3,15,6,3,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-110,11362,Full,258,1,0,19,11,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-110,11362,Full,258,2,0,7,20,1,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-111,11363,Full,259,1,5,25,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-111,11363,Full,259,2,9,21,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-112,11364,Half,260,1,0,5,11,8,3,3,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-112,11364,Half,260,2,0,5,11,7,3,4,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-113,11365,Full,261,1,9,20,0,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-113,11365,Full,261,2,12,16,0,0,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-115,11367,Full,262,2,1,25,1,1,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-115,11367,Full,262,1,3,22,4,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-116,11368,Half,263,2,7,23,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-116,11368,Half,263,1,17,12,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-117,11369,Half,264,1,0,18,10,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-117,11369,Half,264,2,2,19,9,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS813-118,11370,Full,265,1,0,22,6,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS813-118,11370,Full,265,2,0,17,12,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-119,11371,Half,266,2,9,21,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-119,11371,Half,266,1,17,12,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-120,11372,Full,267,1,0,22,5,1,1,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-120,11372,Full,267,2,0,21,8,0,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-121,11373,Full,268,2,0,14,15,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-121,11373,Full,268,1,1,15,13,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-122,11374,Half,269,2,4,23,1,0,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-122,11374,Half,269,1,12,17,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-123,11375,Half,270,1,0,8,16,5,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-123,11375,Half,270,2,0,13,14,2,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-124,11376,Half,271,1,0,22,7,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-124,11376,Half,271,2,0,27,2,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-125,11377,Half,272,2,4,17,7,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-125,11377,Half,272,1,7,20,3,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-126,11378,Full,273,2,3,19,7,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-126,11378,Full,273,1,4,18,5,0,1,2,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-127,11379,Full,274,1,13,16,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-127,11379,Full,274,2,15,15,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-129,11381,Half,275,1,4,26,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-129,11381,Half,275,2,8,18,1,0,0,3,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-130,11382,Full,276,2,6,24,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-130,11382,Full,276,1,11,19,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-131,11383,Half,277,1,0,20,8,1,1,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-131,11383,Half,277,2,0,20,9,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-132,11384,Full,278,1,2,28,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-132,11384,Full,278,2,4,26,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-133,11385,Half,279,1,5,19,5,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-133,11385,Half,279,2,9,18,3,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-134,11386,Half,280,2,0,23,4,3,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-134,11386,Half,280,1,2,28,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-135,11387,Full,281,2,5,25,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-135,11387,Full,281,1,7,23,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-136,11388,Half,282,1,0,18,10,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-136,11388,Half,282,2,0,15,10,3,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-137,11389,Half,283,2,10,19,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-137,11389,Half,283,1,14,15,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-138,11390,Full,284,2,7,21,2,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-138,11390,Full,284,1,11,19,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-139,11391,Full,285,2,0,28,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS814-139,11391,Full,285,1,4,25,0,1,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-140,11392,Full,286,1,0,13,12,1,0,4,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS814-140,11392,Full,286,2,0,10,17,1,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-2,11394,Half,287,2,7,20,0,0,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-2,11394,Half,287,1,14,16,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-3,11395,Half,288,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-3,11395,Half,288,1,13,17,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-4,11396,Half,289,2,17,12,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-4,11396,Half,289,1,20,10,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-5,11397,Half,290,1,0,25,4,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-5,11397,Half,290,2,0,22,6,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-6,11398,Half,291,2,1,26,2,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-6,11398,Half,291,1,5,24,1,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-7,11399,Full,292,2,1,10,16,3,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-7,11399,Full,292,1,2,18,8,1,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 1-Flavia,11400,Full,293,2,9,19,1,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 1-Flavia,11400,Full,293,1,12,16,1,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 2-Scala,11401,Full,294,2,12,18,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 2-Scala,11401,Full,294,1,18,11,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 3-DH130910,11402,Full,295,1,0,28,2,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 3-DH130910,11402,Full,295,2,0,24,4,2,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,11403,Full,296,2,13,17,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
Check 4-SY Tepee,11403,Full,296,1,15,14,0,0,0,1,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 5-Wintmalt,11404,Full,297,1,NA,NA,NA,NA,NA,NA,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
Check 5-Wintmalt,11404,Full,297,2,NA,NA,NA,NA,NA,NA,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-8,11405,Half,298,2,11,17,0,0,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-8,11405,Half,298,1,12,18,0,0,0,0,,A,,KK,KK,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-9,11406,Full,299,2,0,10,15,4,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS906-9,11406,Full,299,1,1,16,13,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-10,11407,Full,300,1,0,27,6,0,0,2,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS906-10,11407,Full,300,2,2,23,3,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-11,11408,Half,301,2,3,18,7,0,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-11,11408,Half,301,1,6,19,4,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-12,11409,Full,302,1,10,18,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-12,11409,Full,302,2,11,19,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-13,11410,Full,303,1,0,25,5,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-13,11410,Full,303,2,1,16,7,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-14,11411,Full,304,1,0,7,19,4,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-14,11411,Full,304,2,0,9,19,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-15,11412,Half,305,1,1,20,6,0,0,3,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-15,11412,Half,305,2,5,22,2,1,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-16,11413,Full,306,1,2,19,8,1,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-16,11413,Full,306,2,2,18,8,0,1,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-17,11414,Half,307,1,2,25,2,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-17,11414,Half,307,2,2,25,2,0,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-19,11416,Half,308,1,0,8,16,4,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-19,11416,Half,308,2,0,14,12,3,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-20,11417,Full,309,1,15,13,2,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-20,11417,Full,309,2,15,15,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-21,11418,Half,310,1,0,21,8,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-21,11418,Half,310,2,1,26,2,0,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-22,11419,Full,311,1,0,12,14,2,1,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-22,11419,Full,311,2,1,18,12,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-23,11420,Half,312,1,14,16,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-23,11420,Half,312,2,15,15,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-24,11421,Half,313,1,13,17,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-24,11421,Half,313,2,15,15,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-25,11422,Full,314,1,18,11,1,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-25,11422,Full,314,2,18,10,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-26,11423,Full,315,1,1,8,17,3,1,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-26,11423,Full,315,2,3,15,9,1,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-27,11424,Half,316,2,15,15,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-27,11424,Half,316,1,22,7,0,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-28,11425,Half,317,2,7,23,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-28,11425,Half,317,1,11,19,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-29,11426,Full,318,2,5,15,8,2,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-29,11426,Full,318,1,6,18,6,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-30,11427,Full,319,1,0,6,16,7,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-30,11427,Full,319,2,0,12,12,5,0,1,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-31,11428,Half,320,2,0,21,6,2,1,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-31,11428,Half,320,1,1,13,13,3,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS908-32,11429,Half,321,2,7,23,0,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS908-32,11429,Half,321,1,9,19,0,0,0,2,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS909-33,11430,Half,322,2,5,24,1,0,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS909-33,11430,Half,322,1,8,19,2,0,0,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-34,11431,Half,323,1,14,16,0,0,0,0,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
BS911-34,11431,Half,323,2,18,9,1,0,0,2,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-35,11432,Full,324,2,0,18,11,1,0,0,,C,,DS,DS,DS,DS,DS,2020,3,47,Winter DH Germination
BS911-35,11432,Full,324,1,1,15,12,1,1,1,,D,,KK,DS,KK,KK,KK,2020,3,47,Winter DH Germination
