"","Order","Entry","PLOT","Full_sample","Check","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","Mold_kern","Check","Cooler","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","note","Location","Year","Timepoint","PM_at_plating","Experiment"
"1362",1362,"BS812-72","12322","Half","B",671,1,2,27,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1363",1363,"BS812-73","12323","Full","B",672,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1364",1364,"BS812-73","12323","Full","B",672,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1365",1365,"BS812-75","12325","Half","B",673,2,3,24,4,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1366",1366,"BS812-75","12325","Half","B",673,1,5,24,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1367",1367,"BS812-76","12326","Full","B",674,2,3,19,8,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1368",1368,"BS812-76","12326","Full","B",674,1,5,20,5,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1369",1369,"BS812-77","12327","Full","B",675,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1370",1370,"BS812-77","12327","Full","B",675,1,13,17,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1371",1371,"BS812-78","12328","Full","B",676,2,1,29,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1372",1372,"BS812-78","12328","Full","B",676,1,3,27,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1373",1373,"BS812-79","12329","Full","B",677,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1374",1374,"BS812-79","12329","Full","B",677,1,3,26,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1375",1375,"BS812-80","12330","Full","B",678,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1376",1376,"BS812-80","12330","Full","B",678,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1377",1377,"BS812-81","12331","Full","B",679,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1378",1378,"BS812-81","12331","Full","B",679,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1379",1379,"BS812-82","12332","Half","B",680,2,8,21,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1380",1380,"BS812-82","12332","Half","B",680,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1381",1381,"BS812-83","12333","Half","B",681,2,3,27,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1382",1382,"BS812-83","12333","Half","B",681,1,3,27,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1383",1383,"BS813-85","12335","Half","B",682,2,4,26,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1384",1384,"BS813-85","12335","Half","B",682,1,1,29,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1385",1385,"BS813-86","12336","Full","B",683,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1386",1386,"BS813-86","12336","Full","B",683,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1387",1387,"BS813-87","12337","Half","B",684,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1388",1388,"BS813-87","12337","Half","B",684,1,12,17,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1389",1389,"BS813-88","12338","Full","B",685,2,10,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1390",1390,"BS813-88","12338","Full","B",685,1,14,16,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1391",1391,"BS813-90","12340","Full","B",686,2,8,22,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1392",1392,"BS813-90","12340","Full","B",686,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1393",1393,"BS813-91","12341","Full","B",687,2,2,28,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1394",1394,"BS813-91","12341","Full","B",687,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1395",1395,"BS813-92","12342","Half","B",688,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1396",1396,"BS813-92","12342","Half","B",688,1,6,23,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1397",1397,"BS813-93","12343","Half","B",689,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1398",1398,"BS813-93","12343","Half","B",689,1,9,21,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1399",1399,"BS813-94","12344","Full","B",690,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1400",1400,"BS813-94","12344","Full","B",690,1,3,27,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1401",1401,"BS813-95","12345","Full","B",691,2,10,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1402",1402,"BS813-95","12345","Full","B",691,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1403",1403,"BS813-96","12346","Half","B",692,2,11,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1404",1404,"BS813-96","12346","Half","B",692,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1405",1405,"BS813-97","12347","Half","B",693,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1406",1406,"BS813-97","12347","Half","B",693,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1407",1407,"BS813-98","12348","Half","B",694,2,7,22,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1408",1408,"BS813-98","12348","Half","B",694,1,13,17,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1409",1409,"BS813-99","12349","Full","B",695,2,8,22,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1410",1410,"BS813-99","12349","Full","B",695,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1411",1411,"Check 6-Charles","12350","Full","C",696,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1412",1412,"Check 6-Charles","12350","Full","C",696,1,17,13,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1413",1413,"BS813-100","12352","Full","B",697,2,4,24,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1414",1414,"BS813-100","12352","Full","B",697,1,1,28,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1415",1415,"BS813-101","12353","Full","B",698,2,5,22,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1416",1416,"BS813-101","12353","Full","B",698,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1417",1417,"BS813-102","12354","Half","B",699,2,4,26,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1418",1418,"BS813-102","12354","Half","B",699,1,3,27,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1419",1419,"BS813-103","12355","Full","B",700,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1420",1420,"BS813-103","12355","Full","B",700,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1421",1421,"BS813-105","12357","Half","B",701,2,4,26,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1422",1422,"BS813-105","12357","Half","B",701,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1423",1423,"BS813-107","12359","Full","B",702,2,15,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK","naked?","Ketola","2020","5","152","Winter DH Germination"
"1424",1424,"BS813-107","12359","Full","B",702,1,16,13,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1425",1425,"BS813-108","12360","Half","B",703,2,15,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1426",1426,"BS813-108","12360","Half","B",703,1,9,20,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1427",1427,"BS813-110","12362","Full","B",704,2,0,24,6,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1428",1428,"BS813-110","12362","Full","B",704,1,0,29,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1429",1429,"BS813-111","12363","Full","B",705,2,9,20,0,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1430",1430,"BS813-111","12363","Full","B",705,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1431",1431,"BS813-112","12364","Half","B",706,2,2,28,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1432",1432,"BS813-112","12364","Half","B",706,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1433",1433,"BS813-113","12365","Full","B",707,2,11,19,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1434",1434,"BS813-113","12365","Full","B",707,1,10,20,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1435",1435,"BS813-115","12367","Full","B",708,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1436",1436,"BS813-115","12367","Full","B",708,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1437",1437,"BS813-116","12368","Half","B",709,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1438",1438,"BS813-116","12368","Half","B",709,1,11,19,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1439",1439,"BS813-118","12370","Full","B",710,2,2,16,12,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1440",1440,"BS813-118","12370","Full","B",710,1,4,23,2,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1441",1441,"BS814-119","12371","Half","B",711,2,8,19,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1442",1442,"BS814-119","12371","Half","B",711,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1443",1443,"BS814-120","12372","Full","B",712,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1444",1444,"BS814-120","12372","Full","B",712,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1445",1445,"BS814-121","12373","Full","B",713,2,9,20,0,0,NA,NA,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1446",1446,"BS814-121","12373","Full","B",713,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1447",1447,"BS814-122","12374","Half","B",714,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1448",1448,"BS814-122","12374","Half","B",714,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1449",1449,"BS814-123","12375","Half","B",715,2,6,22,1,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1450",1450,"BS814-123","12375","Half","B",715,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1451",1451,"BS814-124","12376","Half","B",716,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1452",1452,"BS814-124","12376","Half","B",716,1,3,26,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1453",1453,"BS814-125","12377","Half","B",717,2,4,25,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1454",1454,"BS814-125","12377","Half","B",717,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1455",1455,"BS814-126","12378","Full","B",718,2,7,22,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1456",1456,"BS814-126","12378","Full","B",718,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1457",1457,"BS814-127","12379","Full","B",719,2,8,19,3,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1458",1458,"BS814-127","12379","Full","B",719,1,11,19,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1459",1459,"BS814-130","12382","Full","B",720,2,15,15,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1460",1460,"BS814-130","12382","Full","B",720,1,15,14,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1461",1461,"BS814-131","12383","Half","B",721,2,5,25,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1462",1462,"BS814-131","12383","Half","B",721,1,6,24,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1463",1463,"BS814-132","12384","Full","B",722,2,8,22,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1464",1464,"BS814-132","12384","Full","B",722,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1465",1465,"BS814-134","12386","Half","B",723,2,4,24,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1466",1466,"BS814-134","12386","Half","B",723,1,5,24,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1467",1467,"BS814-135","12387","Full","B",724,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1468",1468,"BS814-135","12387","Full","B",724,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1469",1469,"BS814-136","12388","Half","B",725,2,5,24,0,0,1,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1470",1470,"BS814-136","12388","Half","B",725,1,4,24,2,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1471",1471,"BS814-137","12389","Half","B",726,2,13,17,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1472",1472,"BS814-137","12389","Half","B",726,1,14,16,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1473",1473,"BS814-138","12390","Full","B",727,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1474",1474,"BS814-138","12390","Full","B",727,1,12,18,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1475",1475,"BS814-139","12391","Full","B",728,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1476",1476,"BS814-139","12391","Full","B",728,1,9,19,1,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1477",1477,"BS814-140","12392","Full","B",729,2,9,21,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1478",1478,"BS814-140","12392","Full","B",729,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1479",1479,"BS906-2","12394","Half","B",730,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1480",1480,"BS906-2","12394","Half","B",730,1,12,18,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1481",1481,"BS906-3","12395","Half","B",731,2,17,13,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1482",1482,"BS906-3","12395","Half","B",731,1,16,14,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1483",1483,"BS906-6","12398","Half","B",732,2,3,26,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1484",1484,"BS906-6","12398","Half","B",732,1,8,22,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1485",1485,"BS906-7","12399","Full","B",733,2,1,29,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1486",1486,"BS906-7","12399","Full","B",733,1,1,27,2,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1487",1487,"Check 1-Flavia","12400","Full","C",734,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1488",1488,"Check 1-Flavia","12400","Full","C",734,1,11,18,0,1,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1489",1489,"Check 2-Scala","12401","Full","C",735,2,12,18,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1490",1490,"Check 2-Scala","12401","Full","C",735,1,13,16,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1491",1491,"Check 3-DH130910","12402","Full","C",736,2,2,28,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1492",1492,"Check 3-DH130910","12402","Full","C",736,1,2,28,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1493",1493,"Check 4-SY Tepee","12403","Full","C",737,2,10,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1494",1494,"Check 4-SY Tepee","12403","Full","C",737,1,15,15,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1495",1495,"BS906-8","12405","Half","B",738,2,14,16,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1496",1496,"BS906-8","12405","Half","B",738,1,13,17,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1497",1497,"BS906-9","12406","Full","B",739,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1498",1498,"BS906-9","12406","Full","B",739,1,3,26,1,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1499",1499,"BS906-10","12407","Full","B",740,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1500",1500,"BS906-10","12407","Full","B",740,1,11,19,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1501",1501,"BS908-12","12409","Full","B",741,2,13,16,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1502",1502,"BS908-12","12409","Full","B",741,1,15,15,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1503",1503,"BS908-13","12410","Full","B",742,2,6,24,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1504",1504,"BS908-13","12410","Full","B",742,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1505",1505,"BS908-14","12411","Full","B",743,2,7,23,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1506",1506,"BS908-14","12411","Full","B",743,1,5,25,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1507",1507,"BS908-15","12412","Half","B",744,2,10,18,2,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1508",1508,"BS908-15","12412","Half","B",744,1,5,24,0,0,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1509",1509,"BS908-16","12413","Full","B",745,2,10,20,0,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1510",1510,"BS908-16","12413","Full","B",745,1,7,23,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1511",1511,"BS908-17","12414","Half","B",746,2,5,24,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1512",1512,"BS908-17","12414","Half","B",746,1,4,26,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1513",1513,"BS908-19","12416","Half","B",747,2,1,24,4,1,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1514",1514,"BS908-19","12416","Half","B",747,1,1,23,3,2,0,1,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1515",1515,"BS908-20","12417","Full","B",748,2,8,21,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
"1516",1516,"BS908-20","12417","Full","B",748,1,16,14,0,0,0,0,NA,"B",NA,NA,NA,NA,NA,NA,NA,"Ketola","2020","5","152","Winter DH Germination"
"1517",1517,"BS908-21","12418","Half","B",749,2,4,25,1,0,0,0,NA,"B",NA,"KK","KK","KK","KK","KK",NA,"Ketola","2020","5","152","Winter DH Germination"
