Source,Entry,PLOT,Location,Year,PM,Assay_number,rep,Bag
,BS812-71,7467,Ketola,2021,178,MQ-336,1,WinterTP2-4
,BS812-71,7467,Ketola,2021,178,MQ-336,2,WinterTP2-4
,BS812-69,7471,Ketola,2021,174,MQ-337,1,WinterTP2-4
,BS812-69,7471,Ketola,2021,174,MQ-337,2,WinterTP2-4
,BS611-4,7472,Ketola,2021,172,MQ-338,1,WinterTP2-4
,BS611-4,7472,Ketola,2021,172,MQ-338,2,WinterTP2-4
,BS812-60,7476,Ketola,2021,174,MQ-339,1,WinterTP2-4
,BS812-60,7476,Ketola,2021,174,MQ-339,2,WinterTP2-4
,BS906-3,7477,Ketola,2021,174,MQ-340,1,WinterTP2-4
,BS906-3,7477,Ketola,2021,174,MQ-340,2,WinterTP2-4
