,Entry,PLOT,Full_sample,Check,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,Year,Location,Timepoint,PM_at_plating,Experiment
467,Check 1-Flavia,12001,Full,B,415,1,0,4,14,8,1,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
469,Check 2-Scala,12002,Full,C,416,1,1,18,11,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
470,Check 2-Scala,12002,Full,C,416,2,2,9,13,3,3,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
472,Check 3-DH130919,12003,Full,C,417,2,0,0,0,0,3,27,NA,,,2020,Ketola 5,1,5,Winter DH Germination
471,Check 3-DH130918,12003,Full,C,417,1,0,0,0,1,7,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
473,Check 4-SY Tepee,12004,Full,C,418,1,1,11,10,2,4,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
474,Check 4-SY Tepee,12004,Full,C,418,2,2,11,11,4,1,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
475,BS611-2,12007,Full,B,420,1,0,1,10,11,5,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
476,BS611-2,12007,Full,B,420,2,0,1,11,11,3,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
477,BS611-3,12008,Full,B,421,1,0,1,5,12,8,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
478,BS611-3,12008,Full,B,421,2,0,0,10,14,4,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
480,BS611-4,12009,Full,B,422,2,0,0,0,5,12,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
479,BS611-4,12009,Full,B,422,1,0,0,0,7,7,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
481,BS613-6,12011,Full,B,423,1,0,0,0,3,15,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
482,BS613-6,12011,Full,B,423,2,0,0,0,5,15,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
484,BS613-7,12012,Full,B,424,2,0,2,4,6,7,11,2,,,2020,Ketola 5,1,5,Winter DH Germination
483,BS613-7,12012,Full,B,424,1,0,0,8,10,6,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
486,BS613-8,12013,Full,B,425,2,0,1,14,5,7,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
485,BS613-8,12013,Full,B,425,1,0,2,8,11,4,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
487,BS613-10,12015,Full,B,427,1,0,5,6,9,6,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
488,BS613-10,12015,Full,B,427,2,0,2,8,10,3,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
490,BS613-11,12016,Full,B,428,2,2,7,6,2,6,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
489,BS613-11,12016,Full,B,428,1,2,5,9,3,3,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
491,BS613-12,12017,Full,B,429,1,0,4,7,6,2,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
492,BS613-12,12017,Full,B,429,2,0,1,4,9,5,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
494,BS613-13,12018,Full,B,430,2,0,3,7,2,6,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
493,BS613-13,12018,Full,B,430,1,0,1,7,5,7,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
495,BS613-15,12020,Full,B,432,1,0,3,9,7,7,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
496,BS613-15,12020,Full,B,432,2,0,4,8,9,3,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
498,BS613-16,12021,Full,B,433,2,0,0,6,6,6,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
497,BS613-16,12021,Full,B,433,1,0,3,6,8,6,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
499,BS613-21,12026,Full,B,437,1,0,0,3,10,10,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
500,BS613-21,12026,Full,B,437,2,0,0,4,11,9,6,1,,,2020,Ketola 5,1,5,Winter DH Germination
502,BS614-23,12028,Full,B,439,2,0,17,11,2,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
501,BS614-23,12028,Full,B,439,1,2,10,11,5,2,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
503,BS614-26,12031,Full,B,442,1,0,0,1,2,6,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
504,BS614-26,12031,Full,B,442,2,0,0,0,3,8,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
505,BS614-29,12034,Full,B,444,1,0,0,3,6,12,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
506,BS614-29,12034,Full,B,444,2,0,1,2,15,7,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
507,BS614-31,12036,Full,B,446,1,0,3,11,9,2,5,1,,,2020,Ketola 5,1,5,Winter DH Germination
508,BS614-31,12036,Full,B,446,2,0,1,14,11,1,3,1,,,2020,Ketola 5,1,5,Winter DH Germination
510,BS614-32,12037,Full,B,447,2,0,1,5,7,8,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
509,BS614-32,12037,Full,B,447,1,0,0,5,12,8,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
511,BS614-34,12039,Full,B,449,1,0,0,2,8,11,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
512,BS614-34,12039,Full,B,449,2,0,0,6,9,8,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
514,BS614-36,12041,Full,B,450,2,0,0,5,10,8,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
513,BS614-36,12041,Full,B,450,1,0,0,4,14,8,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
515,BS614-37,12042,Full,B,451,1,0,0,5,9,9,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
516,BS614-37,12042,Full,B,451,2,0,0,2,9,7,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
517,BS614-38,12043,Full,B,452,1,0,0,4,4,7,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
518,BS614-38,12043,Full,B,452,2,0,2,7,4,4,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
519,BS614-39,12044,Full,B,453,1,0,0,0,2,11,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
520,BS614-39,12044,Full,B,453,2,0,0,0,3,9,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
521,BS614-40,12045,Full,B,454,1,0,0,3,2,4,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
522,BS614-40,12045,Full,B,454,2,0,1,3,3,5,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
523,BS615-41,12046,Full,B,455,1,0,0,3,1,10,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
524,BS615-41,12046,Full,B,455,2,0,0,1,1,10,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
526,BS615-42,12047,Full,B,456,2,0,0,6,3,8,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
525,BS615-42,12047,Full,B,456,1,0,0,4,8,10,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
528,Check 6-Charles,12050,Full,C,459,2,17,14,0,0,0,0,0,,,2020,Ketola 5,1,5,Winter DH Germination
527,Check 6-Charles,12050,Full,C,459,1,12,17,0,0,1,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
529,BS615-46,12053,Full,B,461,1,0,2,4,6,11,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
530,BS615-46,12053,Full,B,461,2,0,0,5,10,8,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
531,BS615-48,12055,Full,B,462,1,0,4,9,4,8,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
532,BS615-48,12055,Full,B,462,2,0,6,7,11,2,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
533,BS615-49,12056,Full,B,463,1,0,0,1,7,11,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
534,BS615-49,12056,Full,B,463,2,0,1,5,11,6,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
535,BS615-51,12058,Full,B,465,1,0,1,1,3,3,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
536,BS615-51,12058,Full,B,465,2,0,0,2,9,4,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
538,BS615-53,12060,Full,B,467,2,0,7,14,3,3,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
537,BS615-53,12060,Full,B,467,1,0,6,14,6,1,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
539,BS615-55,12062,Full,B,469,1,0,2,7,7,4,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
540,BS615-55,12062,Full,B,469,2,0,1,6,8,4,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
541,BS616-58,12065,Full,B,472,1,0,0,6,3,8,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
542,BS616-58,12065,Full,B,472,2,0,0,3,3,2,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
543,BS616-62,12069,Full,B,476,1,0,0,15,8,2,4,2,,,2020,Ketola 5,1,5,Winter DH Germination
544,BS616-62,12069,Full,B,476,2,0,4,11,9,5,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
545,BS616-64,12071,Full,B,477,1,0,0,0,12,5,13,2,,,2020,Ketola 5,1,5,Winter DH Germination
546,BS616-64,12071,Full,B,477,2,0,0,1,15,5,9,2,,,2020,Ketola 5,1,5,Winter DH Germination
547,BS616-65,12072,Full,B,478,1,0,1,7,11,9,2,2,,,2020,Ketola 5,1,5,Winter DH Germination
548,BS616-65,12072,Full,B,478,2,0,1,10,12,6,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
550,BS616-66,12073,Full,B,479,2,0,1,8,6,5,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
549,BS616-66,12073,Full,B,479,1,0,2,5,8,7,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
551,BS616-68,12075,Full,B,481,1,0,3,3,5,9,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
552,BS616-68,12075,Full,B,481,2,0,1,5,7,4,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
554,BS616-69,12076,Full,B,482,2,0,8,14,3,3,2,1,,,2020,Ketola 5,1,5,Winter DH Germination
553,BS616-69,12076,Full,B,482,1,0,13,8,7,2,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
555,BS616-71,12078,Full,B,484,1,0,0,2,2,10,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
556,BS616-71,12078,Full,B,484,2,0,0,1,2,9,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
557,BS616-74,12081,Full,B,487,1,0,1,9,12,3,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
558,BS616-74,12081,Full,B,487,2,0,0,9,14,2,5,2,,,2020,Ketola 5,1,5,Winter DH Germination
559,BS616-75,12082,Full,B,488,1,0,1,2,2,10,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
560,BS616-75,12082,Full,B,488,2,0,0,3,4,6,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
561,BS616-77,12084,Full,B,490,1,0,1,16,8,1,4,1,,,2020,Ketola 5,1,5,Winter DH Germination
562,BS616-77,12084,Full,B,490,2,0,0,13,8,4,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
564,BS616-79,12086,Full,B,492,2,0,2,3,2,14,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
563,BS616-79,12086,Full,B,492,1,0,0,6,3,9,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
566,BS710-2,12088,Full,B,494,2,0,0,12,8,7,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
565,BS710-2,12088,Full,B,494,1,0,1,9,11,5,4,NA,,,2020,Ketola 5,1,5,Winter DH Germination
568,BS710-7,12093,Full,B,497,2,0,1,8,7,7,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
567,BS710-7,12093,Full,B,497,1,0,0,3,12,12,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
569,BS710-8,12094,Full,B,498,1,0,4,10,7,6,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
570,BS710-8,12094,Full,B,498,2,0,5,14,7,2,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
571,BS710-9,12095,Full,B,499,1,2,8,12,0,0,8,5,,,2020,Ketola 5,1,5,Winter DH Germination
572,BS710-9,12095,Full,B,499,2,4,14,5,1,2,4,4,,,2020,Ketola 5,1,5,Winter DH Germination
574,Check 1-Flavia,12100,Full,B,503,2,1,10,16,1,3,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
573,Check 1-Flavia,12100,Full,B,503,1,0,10,12,6,2,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
576,Check 2-Scala,12101,Full,C,504,2,3,14,6,4,1,2,2,,,2020,Ketola 5,1,5,Winter DH Germination
575,Check 2-Scala,12101,Full,C,504,1,2,13,7,6,2,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
577,Check 3-DH130920,12102,Full,C,505,1,0,0,1,0,6,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
578,Check 3-DH130921,12102,Full,C,505,2,0,0,0,0,10,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
579,Check 4-SY Tepee,12103,Full,C,506,1,0,17,9,2,0,2,1,,,2020,Ketola 5,1,5,Winter DH Germination
580,Check 4-SY Tepee,12103,Full,C,506,2,2,21,5,2,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
582,BS710-15,12106,Full,B,507,2,0,0,2,1,8,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
581,BS710-15,12106,Full,B,507,1,0,0,0,2,8,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
584,BS710-21,12112,Full,B,509,2,0,0,0,3,6,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
583,BS710-21,12112,Full,B,509,1,0,0,0,4,6,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
586,BS710-23,12114,Full,B,510,2,0,0,0,2,16,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
585,BS710-23,12114,Full,B,510,1,0,0,1,7,13,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
588,BS710-27,12118,Full,B,511,2,0,0,1,5,7,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
587,BS710-27,12118,Full,B,511,1,0,1,1,6,8,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
590,BS710-30,12121,Full,B,513,2,0,12,16,0,2,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
589,BS710-30,12121,Full,B,513,1,0,7,15,5,2,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
591,BS710-33,12124,Full,B,514,1,0,3,12,5,7,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
592,BS710-33,12124,Full,B,514,2,0,5,8,7,7,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
594,BS710-41,12132,Full,B,519,2,0,0,2,0,10,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
593,BS710-41,12132,Full,B,519,1,0,1,1,2,7,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
596,BS710-46,12137,Full,B,522,2,0,1,6,6,9,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
595,BS710-46,12137,Full,B,522,1,0,0,5,7,9,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
597,BS710-48,12139,Full,B,523,1,0,1,0,1,5,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
598,BS710-48,12139,Full,B,523,2,0,0,0,3,5,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
600,BS710-50,12141,Full,B,524,2,1,22,7,0,0,2,2,,,2020,Ketola 5,1,5,Winter DH Germination
599,BS710-50,12141,Full,B,524,1,0,19,6,3,0,2,1,,,2020,Ketola 5,1,5,Winter DH Germination
601,BS710-57,12148,Full,B,527,1,1,19,8,0,0,2,2,,,2020,Ketola 5,1,5,Winter DH Germination
602,BS710-57,12148,Full,B,527,2,1,17,9,1,3,3,1,,,2020,Ketola 5,1,5,Winter DH Germination
604,BS710-58,12149,Full,B,528,2,0,1,11,11,8,4,2,,,2020,Ketola 5,1,5,Winter DH Germination
603,BS710-58,12149,Full,B,528,1,0,3,9,12,3,4,0,,,2020,Ketola 5,1,5,Winter DH Germination
605,BS710-64,12157,Full,B,533,1,0,0,0,1,8,21,1,,,2020,Ketola 5,1,5,Winter DH Germination
606,BS710-64,12157,Full,B,533,2,0,0,3,4,6,17,1,,,2020,Ketola 5,1,5,Winter DH Germination
608,BS710-66,12159,Full,B,534,2,3,5,15,4,3,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
607,BS710-66,12159,Full,B,534,1,0,8,16,5,1,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
609,BS712-68,12161,Full,B,536,1,3,7,11,3,5,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
610,BS712-68,12161,Full,B,536,2,3,6,9,5,4,4,1,,,2020,Ketola 5,1,5,Winter DH Germination
611,BS712-69,12162,Full,B,537,1,0,1,2,7,10,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
612,BS712-69,12162,Full,B,537,2,0,0,4,8,10,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
613,BS712-70,12163,Full,B,538,1,0,0,0,1,6,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
614,BS712-70,12163,Full,B,538,2,0,0,0,4,6,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
615,BS712-74,12167,Full,B,542,1,0,16,12,0,1,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
616,BS712-74,12167,Full,B,542,2,0,13,11,2,2,2,2,,,2020,Ketola 5,1,5,Winter DH Germination
617,BS713-75,12168,Full,B,543,1,0,0,1,4,12,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
618,BS713-75,12168,Full,B,543,2,0,0,1,9,9,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
619,BS713-78,12171,Full,B,545,1,0,6,7,6,6,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
620,BS713-78,12171,Full,B,545,2,0,4,7,6,10,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
622,BS713-84,12177,Full,B,549,2,0,0,0,1,8,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
621,BS713-84,12177,Full,B,549,1,0,0,1,2,10,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
623,BS713-90,12183,Full,B,552,1,0,4,19,5,1,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
624,BS713-90,12183,Full,B,552,2,0,3,17,9,1,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
626,BS713-91,12184,Full,B,553,2,0,0,2,4,10,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
625,BS713-91,12184,Full,B,553,1,0,0,6,11,6,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
628,BS713-93,12186,Full,B,554,2,0,0,3,4,8,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
627,BS713-93,12186,Full,B,554,1,0,1,0,7,1,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
629,BS713-95,12188,Full,B,556,1,0,0,0,2,5,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
630,BS713-95,12188,Full,B,556,2,0,0,0,2,5,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
631,BS713-96,12189,Full,B,557,1,0,0,2,2,8,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
632,BS713-96,12189,Full,B,557,2,0,0,0,3,5,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
633,BS713-98,12191,Full,B,559,1,1,10,9,5,3,2,1,,,2020,Ketola 5,1,5,Winter DH Germination
634,BS713-98,12191,Full,B,559,2,0,6,12,6,6,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
635,BS713-102,12195,Full,B,563,1,0,0,0,5,6,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
636,BS713-102,12195,Full,B,563,2,0,1,2,5,7,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
638,BS713-104,12197,Full,B,565,2,0,1,10,5,8,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
637,BS713-104,12197,Full,B,565,1,0,0,10,11,5,5,4,,,2020,Ketola 5,1,5,Winter DH Germination
640,BS713-105,12198,Full,B,566,2,0,1,5,12,6,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
639,BS713-105,12198,Full,B,566,1,0,0,4,14,4,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
642,BS713-106,12199,Full,B,567,2,0,0,2,2,9,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
641,BS713-106,12199,Full,B,567,1,0,0,0,7,8,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
644,Check 1-Flavia,12200,Full,B,568,2,0,9,15,2,2,2,2,,,2020,Ketola 5,1,5,Winter DH Germination
643,Check 1-Flavia,12200,Full,B,568,1,1,7,16,3,2,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
645,Check 2-Scala,12201,Full,C,569,1,4,18,4,1,2,1,1,,,2020,Ketola 5,1,5,Winter DH Germination
646,Check 2-Scala,12201,Full,C,569,2,3,10,9,3,3,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
648,Check 3-DH130923,12202,Full,C,570,2,0,0,2,3,7,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
647,Check 3-DH130922,12202,Full,C,570,1,0,0,0,4,6,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
649,Check 4-SY Tepee,12203,Full,C,571,1,2,19,7,1,1,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
650,Check 4-SY Tepee,12203,Full,C,571,2,1,19,9,1,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
651,BS713-108,12206,Full,B,573,1,0,0,4,1,5,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
652,BS713-108,12206,Full,B,573,2,0,0,3,5,5,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
654,BS713-109,12207,Full,B,574,2,0,0,0,0,10,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
653,BS713-109,12207,Full,B,574,1,0,0,0,3,10,17,NA,,,2020,Ketola 5,1,5,Winter DH Germination
655,BS713-110,12208,Full,B,575,1,0,0,10,2,8,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
656,BS713-110,12208,Full,B,575,2,0,0,3,9,4,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
657,BS713-112,12210,Full,B,577,1,0,1,3,3,7,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
658,BS713-112,12210,Full,B,577,2,0,1,1,3,3,22,NA,,,2020,Ketola 5,1,5,Winter DH Germination
660,BS713-113,12211,Full,B,578,2,0,0,0,3,15,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
659,BS713-113,12211,Full,B,578,1,0,0,0,5,6,20,NA,,,2020,Ketola 5,1,5,Winter DH Germination
662,BS714-123,12221,Full,B,586,2,0,0,0,1,3,26,NA,,,2020,Ketola 5,1,5,Winter DH Germination
661,BS714-123,12221,Full,B,586,1,0,0,0,3,1,26,NA,,,2020,Ketola 5,1,5,Winter DH Germination
664,BS714-124,12222,Full,B,587,2,0,0,1,2,2,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
663,BS714-124,12222,Full,B,587,1,0,1,0,5,7,18,NA,,,2020,Ketola 5,1,5,Winter DH Germination
666,BS714-125,12223,Full,B,588,2,0,0,1,3,5,21,NA,,,2020,Ketola 5,1,5,Winter DH Germination
665,BS714-125,12223,Full,B,588,1,0,0,3,4,7,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
668,BS714-128,12226,Full,B,590,2,0,0,0,3,14,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
667,BS714-128,12226,Full,B,590,1,0,0,0,5,11,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
670,BS715-136,12234,Full,B,597,2,0,1,2,2,14,11,NA,,,2020,Ketola 5,1,5,Winter DH Germination
669,BS715-136,12234,Full,B,597,1,0,0,2,3,12,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
672,BS715-139,12237,Full,B,600,2,0,0,1,2,7,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
671,BS715-139,12237,Full,B,600,1,0,0,0,6,8,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
674,BS715-140,12238,Full,B,601,2,3,11,14,2,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
673,BS715-140,12238,Full,B,601,1,3,10,11,6,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
676,BS715-142,12240,Full,B,603,2,0,0,8,10,6,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
675,BS715-142,12240,Full,B,603,1,0,1,1,14,6,8,1,,,2020,Ketola 5,1,5,Winter DH Germination
677,BS715-144,12242,Full,B,605,1,2,11,4,4,7,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
678,BS715-144,12242,Full,B,605,2,2,6,5,5,2,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
680,BS807-1,12244,Full,B,606,2,0,0,0,0,2,28,NA,,,2020,Ketola 5,1,5,Winter DH Germination
679,BS807-1,12244,Full,B,606,1,0,0,0,1,1,28,NA,,,2020,Ketola 5,1,5,Winter DH Germination
681,BS807-3,12246,Full,B,608,1,0,0,1,0,4,25,NA,,,2020,Ketola 5,1,5,Winter DH Germination
682,BS807-3,12246,Full,B,608,2,0,0,0,0,7,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
683,Check 6-Charles,12250,Full,C,612,1,13,17,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
684,Check 6-Charles,12250,Full,C,612,2,14,16,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
685,BS810-7,12252,Full,B,613,1,0,0,3,9,11,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
686,BS810-7,12252,Full,B,613,2,0,0,4,15,4,7,NA,,,2020,Ketola 5,1,5,Winter DH Germination
687,BS810-16,12261,Full,B,618,1,NA,NA,NA,NA,NA,NA,NA,,,2020,Ketola 5,1,5,Winter DH Germination
688,BS810-16,12261,Full,B,618,2,NA,NA,NA,NA,NA,NA,NA,,,2020,Ketola 5,1,5,Winter DH Germination
689,BS811-19,12264,Full,B,620,1,0,0,0,2,9,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
690,BS811-19,12264,Full,B,620,2,0,0,0,8,7,15,NA,,,2020,Ketola 5,1,5,Winter DH Germination
691,BS811-24,12269,Full,B,625,1,0,0,2,2,7,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
692,BS811-24,12269,Full,B,625,2,0,0,3,3,12,12,NA,,,2020,Ketola 5,1,5,Winter DH Germination
694,BS811-25,12270,Full,B,626,2,0,1,0,1,5,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
693,BS811-25,12270,Full,B,626,1,0,0,0,2,2,26,NA,,,2020,Ketola 5,1,5,Winter DH Germination
695,BS811-26,12271,Full,B,627,1,0,4,9,8,1,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
696,BS811-26,12271,Full,B,627,2,0,4,3,11,7,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
697,BS811-32,12277,Full,B,632,1,0,0,0,0,7,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
