,Entry,PLOT,Full_sample,Check,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,Year,Location,Timepoint,PM_at_plating,Experiment
928,BS911-112,12516,Full,B,826,2,0,3,2,1,5,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
927,BS911-112,12516,Full,B,826,1,0,0,2,8,6,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
929,BS911-117,12521,Full,B,831,1,2,6,9,10,2,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
930,BS911-117,12521,Full,B,831,2,1,4,10,10,2,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
932,BS911-118,12522,Full,B,832,2,0,0,2,6,3,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
931,BS911-118,12522,Full,B,832,1,0,0,0,8,6,16,NA,,,2020,Ketola 5,1,5,Winter DH Germination
933,BS911-119,12523,Full,B,833,1,0,9,21,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
934,BS911-119,12523,Full,B,833,2,0,7,17,3,0,3,NA,,,2020,Ketola 5,1,5,Winter DH Germination
935,BS911-120,12524,Full,B,834,1,0,7,19,1,1,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
936,BS911-120,12524,Full,B,834,2,0,13,14,1,1,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
938,BS911-122,12526,Full,B,836,2,0,0,5,3,8,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
937,BS911-122,12526,Full,B,836,1,0,0,3,9,6,13,NA,,,2020,Ketola 5,1,5,Winter DH Germination
940,BS911-123,12527,Full,B,837,2,0,2,14,7,6,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
939,BS911-123,12527,Full,B,837,1,0,6,10,8,4,2,NA,,,2020,Ketola 5,1,5,Winter DH Germination
941,BS911-124,12528,Full,B,838,1,0,3,13,9,4,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
942,BS911-124,12528,Full,B,838,2,0,4,6,12,3,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
943,BS911-125,12529,Full,B,839,1,NA,NA,NA,NA,NA,NA,NA,,,2020,Ketola 5,1,5,Winter DH Germination
944,BS911-125,12529,Full,B,839,2,NA,NA,NA,NA,NA,NA,NA,,,2020,Ketola 5,1,5,Winter DH Germination
946,BS911-126,12530,Full,B,840,2,0,1,9,7,8,5,NA,,,2020,Ketola 5,1,5,Winter DH Germination
945,BS911-126,12530,Full,B,840,1,0,3,10,11,5,1,NA,,,2020,Ketola 5,1,5,Winter DH Germination
947,BS912-129,12533,Full,B,843,1,0,1,2,3,5,19,NA,,,2020,Ketola 5,1,5,Winter DH Germination
948,BS912-129,12533,Full,B,843,2,0,0,2,3,3,23,NA,,,2020,Ketola 5,1,5,Winter DH Germination
949,BS912-131,12535,Full,B,845,1,0,0,4,10,7,9,NA,,,2020,Ketola 5,1,5,Winter DH Germination
950,BS912-131,12535,Full,B,845,2,0,1,3,11,9,6,NA,,,2020,Ketola 5,1,5,Winter DH Germination
951,BS912-134,12538,Full,B,847,1,0,0,2,6,8,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
952,BS912-134,12538,Full,B,847,2,0,1,2,7,10,10,NA,,,2020,Ketola 5,1,5,Winter DH Germination
954,BS912-135,12539,Full,B,848,2,0,0,7,6,9,8,NA,,,2020,Ketola 5,1,5,Winter DH Germination
953,BS912-135,12539,Full,B,848,1,0,1,5,9,1,14,NA,,,2020,Ketola 5,1,5,Winter DH Germination
955,BS912-136,12540,Full,B,849,1,12,11,6,1,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
956,BS912-136,12540,Full,B,849,2,9,15,5,1,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
958,BS912-138,12542,Full,B,850,2,9,19,2,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
957,BS912-138,12542,Full,B,850,1,7,22,0,1,1,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
959,Check 6-Charles,12543,Full,C,851,1,20,10,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
960,Check 6-Charles,12543,Full,C,851,2,21,9,0,0,0,0,NA,,,2020,Ketola 5,1,5,Winter DH Germination
965,BBBdormSNLine,SN,Full,C,852,5,23,7,0,0,0,0,0,,,2020,Spring,1,5,Winter DH Germination
961,BBBdormSNLine,SN,Full,C,852,1,19,9,1,0,0,1,1,,,2020,Spring,1,5,Winter DH Germination
962,BBBdormSNLine,SN,Full,C,852,2,20,8,1,0,0,1,1,,,2020,Spring,1,5,Winter DH Germination
963,BBBdormSNLine,SN,Full,C,852,3,22,5,0,0,0,3,3,,,2020,Spring,1,5,Winter DH Germination
964,BBBdormSNLine,SN,Full,C,852,4,18,7,2,0,0,3,3,,,2020,Spring,1,5,Winter DH Germination
968,BBBdormSRLine,SR,Full,C,853,3,22,8,0,0,0,0,0,,,2020,Spring,1,5,Winter DH Germination
967,BBBdormSRLine,SR,Full,C,853,2,19,8,1,0,0,2,2,,,2020,Spring,1,5,Winter DH Germination
969,BBBdormSRLine,SR,Full,C,853,4,16,11,1,0,0,2,2,,,2020,Spring,1,5,Winter DH Germination
970,BBBdormSRLine,SR,Full,C,853,5,22,6,0,0,0,2,2,,,2020,Spring,1,5,Winter DH Germination
966,BBBdormSRLine,SR,Full,C,853,1,22,5,0,0,0,3,3,,,2020,Spring,1,5,Winter DH Germination
